mep_id;name;profile_url;email;x_url;x_handle;political_group;country;national_party;country_and_national_party
257095;HomeElena DONAZZAN;https://www.europarl.europa.eu/meps/en/257095;elena.donazzan@europarl.europa.eu;;;European Conservatives and Reformists Group;Italy;FRATELLI D' ITALIA (Italy);"Italy
						 
							 - FRATELLI D' ITALIA (Italy)"
96787;HomeHerbert DORFMANN;https://www.europarl.europa.eu/meps/en/96787;herbert.dorfmann@europarl.europa.eu;https://twitter.com/HerbertDorfmann;HerbertDorfmann;Group of the European People's Party (Christian Democrats);Italy;Südtiroler Volkspartei (Italy);"Italy
						 
							 - Südtiroler Volkspartei (Italy)"
256853;HomeKlara DOSTALOVA;https://www.europarl.europa.eu/meps/en/256853;klara.dostalova@europarl.europa.eu;;;Patriots for Europe Group;Czechia;ANO 2011 (Czechia);"Czechia
						 
							 - ANO 2011 (Czechia)"
256851;HomeOndřej DOSTÁL;https://www.europarl.europa.eu/meps/en/256851;ondrej.dostal@europarl.europa.eu;https://x.com/dostalondrej?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor;dostalondrej;Non-attached Members;Czechia;Independent (Czechia);"Czechia
						 
							 - Independent (Czechia)"
256949;HomeSiegbert Frank DROESE;https://www.europarl.europa.eu/meps/en/256949;siegbert.droese@europarl.europa.eu;;;Europe of Sovereign Nations Group;Germany;Alternative für Deutschland (Germany);"Germany
						 
							 - Alternative für Deutschland (Germany)"
99945;HomeLena DÜPONT;https://www.europarl.europa.eu/meps/en/99945;lena.duepont@europarl.europa.eu;https://twitter.com/lenaduepontmdep;lenaduepontmdep;Group of the European People's Party (Christian Democrats);Germany;Christlich Demokratische Union Deutschlands (Germany);"Germany
						 
							 - Christlich Demokratische Union Deutschlands (Germany)"
257076;HomeMichał DWORCZYK;https://www.europarl.europa.eu/meps/en/257076;michal.dworczyk@europarl.europa.eu;;;European Conservatives and Reformists Group;Poland;Prawo i Sprawiedliwość (Poland);"Poland
						 
							 - Prawo i Sprawiedliwość (Poland)"
237465;HomeMatthias ECKE;https://www.europarl.europa.eu/meps/en/237465;matthias.ecke@europarl.europa.eu;https://twitter.com/MattEcke;MattEcke;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Germany;Sozialdemokratische Partei Deutschlands (Germany);"Germany
						 
							 - Sozialdemokratische Partei Deutschlands (Germany)"
28226;HomeChristian EHLER;https://www.europarl.europa.eu/meps/en/28226;christian.ehler@europarl.europa.eu;https://twitter.com/mep_ehler;mep_ehler;Group of the European People's Party (Christian Democrats);Germany;Christlich Demokratische Union Deutschlands (Germany);"Germany
						 
							 - Christlich Demokratische Union Deutschlands (Germany)"
192254;HomeMarieke EHLERS;https://www.europarl.europa.eu/meps/en/192254;marieke.ehlers@europarl.europa.eu;;;Patriots for Europe Group;Netherlands;Partij voor de Vrijheid (Netherlands);"Netherlands
						 
							 - Partij voor de Vrijheid (Netherlands)"
96725;HomeBas EICKHOUT;https://www.europarl.europa.eu/meps/en/96725;bas.eickhout@europarl.europa.eu;https://twitter.com/BasEickhout;BasEickhout;Group of the Greens/European Free Alliance;Netherlands;GroenLinks-PvdA (Netherlands);"Netherlands
						 
							 - GroenLinks-PvdA (Netherlands)"
257088;HomeSofie ERIKSSON;https://www.europarl.europa.eu/meps/en/257088;sofie.eriksson@europarl.europa.eu;;;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Sweden;Arbetarepartiet- Socialdemokraterna (Sweden);"Sweden
						 
							 - Arbetarepartiet- Socialdemokraterna (Sweden)"
257091;HomeDick ERIXON;https://www.europarl.europa.eu/meps/en/257091;dick.erixon@europarl.europa.eu;https://x.com/DickErixon;DickErixon;European Conservatives and Reformists Group;Sweden;Sverigedemokraterna (Sweden);"Sweden
						 
							 - Sverigedemokraterna (Sweden)"
197430;HomeEngin EROGLU;https://www.europarl.europa.eu/meps/en/197430;engin.eroglu@europarl.europa.eu;https://twitter.com/engineroglu_fw;engineroglu_fw;Renew Europe Group;Germany;Freie Wähler (Germany);"Germany
						 
							 - Freie Wähler (Germany)"
96811;HomeRosa ESTARÀS FERRAGUT;https://www.europarl.europa.eu/meps/en/96811;rosa.estaras@europarl.europa.eu;;;Group of the European People's Party (Christian Democrats);Spain;Partido Popular (Spain);"Spain
						 
							 - Partido Popular (Spain)"
256961;HomeSebastian EVERDING;https://www.europarl.europa.eu/meps/en/256961;sebastian.everding@europarl.europa.eu;;;The Left group in the European Parliament - GUE/NGL;Germany;Partei Mensch Umwelt Tierschutz (Germany);"Germany
						 
							 - Partei Mensch Umwelt Tierschutz (Germany)"
257035;HomeAlma EZCURRA ALMANSA;https://www.europarl.europa.eu/meps/en/257035;alma.ezcurra@europarl.europa.eu;https://www.twitter.com/ALMA_EZCURRA/;ALMA_EZCURRA;Group of the European People's Party (Christian Democrats);Spain;Partido Popular (Spain);"Spain
						 
							 - Partido Popular (Spain)"
197649;HomeGheorghe FALCĂ;https://www.europarl.europa.eu/meps/en/197649;gheorghe.falca@europarl.europa.eu;https://x.com/GheorgheFalca;GheorgheFalca;Group of the European People's Party (Christian Democrats);Romania;Partidul Naţional Liberal (Romania);"Romania
						 
							 - Partidul Naţional Liberal (Romania)"
257137;HomeMarco FALCONE;https://www.europarl.europa.eu/meps/en/257137;marco.falcone@europarl.europa.eu;https://x.com/marcofalconect?s=21&t=9BkYUyqgWm_Sc5Vzdf9d1w;marcofalconect;Group of the European People's Party (Christian Democrats);Italy;Forza Italia (Italy);"Italy
						 
							 - Forza Italia (Italy)"
256823;HomeNikolas FARANTOURIS;https://www.europarl.europa.eu/meps/en/256823;nikolaos.farantouris@europarl.europa.eu;https://twitter.com/NFarantouris?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor;NFarantouris;The Left group in the European Parliament - GUE/NGL;Greece;Coalition of the Radical Left (Greece);"Greece
						 
							 - Coalition of the Radical Left (Greece)"
197589;HomeLaurence FARRENG;https://www.europarl.europa.eu/meps/en/197589;laurence.farreng@europarl.europa.eu;https://twitter.com/laurencefarreng;laurencefarreng;Renew Europe Group;France;Mouvement Démocrate (France);"France
						 
							 - Mouvement Démocrate (France)"
256840;HomeJan FARSKÝ;https://www.europarl.europa.eu/meps/en/256840;jan.farsky@europarl.europa.eu;https://x.com/janfar_sky;janfar_sky;Group of the European People's Party (Christian Democrats);Czechia;Starostové a nezávisli (Czechia);"Czechia
						 
							 - Starostové a nezávisli (Czechia)"
1917;HomeMarkus FERBER;https://www.europarl.europa.eu/meps/en/1917;markus.ferber@europarl.europa.eu;https://twitter.com/MarkusFerber;MarkusFerber;Group of the European People's Party (Christian Democrats);Germany;Christlich-Soziale Union in Bayern e.V. (Germany);"Germany
						 
							 - Christlich-Soziale Union in Bayern e.V. (Germany)"
256857;HomeViktória FERENC;https://www.europarl.europa.eu/meps/en/256857;viktoria.ferenc@europarl.europa.eu;;;Patriots for Europe Group;Hungary;Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt (Hungary);"Hungary
						 
							 - Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt (Hungary)"
125046;HomeJonás FERNÁNDEZ;https://www.europarl.europa.eu/meps/en/125046;jonas.fernandezalvarez@europarl.europa.eu;https://twitter.com/jonasfernandez;jonasfernandez;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Spain;Partido Socialista Obrero Español (Spain);"Spain
						 
							 - Partido Socialista Obrero Español (Spain)"
96810;HomeCarlo FIDANZA;https://www.europarl.europa.eu/meps/en/96810;carlo.fidanza@europarl.europa.eu;http://twitter.com/fidanzacarlo;fidanzacarlo;European Conservatives and Reformists Group;Italy;FRATELLI D' ITALIA (Italy);"Italy
						 
							 - FRATELLI D' ITALIA (Italy)"
197607;HomePietro FIOCCHI;https://www.europarl.europa.eu/meps/en/197607;pietro.fiocchi@europarl.europa.eu;https://twitter.com/FiocchiPietro;FiocchiPietro;European Conservatives and Reformists Group;Italy;FRATELLI D' ITALIA (Italy);"Italy
						 
							 - FRATELLI D' ITALIA (Italy)"
257098;HomeGabriela FIREA;https://www.europarl.europa.eu/meps/en/257098;gabriela.firea@europarl.europa.eu;;;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Romania;Partidul Social Democrat (Romania);"Romania
						 
							 - Partidul Social Democrat (Romania)"
25758;HomeRuth FIRMENICH;https://www.europarl.europa.eu/meps/en/25758;ruth.firmenich@europarl.europa.eu;;;Non-attached Members;Germany;Bündnis Sahra Wagenknecht – Vernunft und Gerechtigkeit (Germany);"Germany
						 
							 - Bündnis Sahra Wagenknecht – Vernunft und Gerechtigkeit (Germany)"
256906;HomeClaire FITA;https://www.europarl.europa.eu/meps/en/256906;claire.fita@europarl.europa.eu;https://x.com/claire_fita;claire_fita;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;France;Parti socialiste (France);"France
						 
							 - Parti socialiste (France)"
124985;HomeLuke Ming FLANAGAN;https://www.europarl.europa.eu/meps/en/124985;lukeming.flanagan@europarl.europa.eu;https://twitter.com/lukeming;lukeming;The Left group in the European Parliament - GUE/NGL;Ireland;Independent (Ireland);"Ireland
						 
							 - Independent (Ireland)"
197414;HomeLoucas FOURLAS;https://www.europarl.europa.eu/meps/en/197414;loucas.fourlas@europarl.europa.eu;https://twitter.com/loucas_fourlas;loucas_fourlas;Group of the European People's Party (Christian Democrats);Cyprus;Democratic Rally (Cyprus);"Cyprus
						 
							 - Democratic Rally (Cyprus)"
256913;HomeEmma FOURREAU;https://www.europarl.europa.eu/meps/en/256913;emma.fourreau@europarl.europa.eu;https://x.com/emma_frr;emma_frr;The Left group in the European Parliament - GUE/NGL;France;La France Insoumise (France);"France
						 
							 - La France Insoumise (France)"
198490;HomeEmmanouil FRAGKOS;https://www.europarl.europa.eu/meps/en/198490;emmanouil.fragkos@europarl.europa.eu;https://twitter.com/e_fragkos?lang=en;e_fragkos;European Conservatives and Reformists Group;Greece;Elliniki Lusi-Greek Solution (Greece);"Greece
						 
							 - Elliniki Lusi-Greek Solution (Greece)"
106936;HomeDaniel FREUND;https://www.europarl.europa.eu/meps/en/106936;daniel.freund@europarl.europa.eu;https://twitter.com/daniel_freund;daniel_freund;Group of the Greens/European Free Alliance;Germany;Bündnis 90/Die Grünen (Germany);"Germany
						 
							 - Bündnis 90/Die Grünen (Germany)"
256876;HomeAnne-Sophie FRIGOUT;https://www.europarl.europa.eu/meps/en/256876;anne-sophie.frigout@europarl.europa.eu;https://x.com/asfrigout?lang=de;asfrigout;Patriots for Europe Group;France;Rassemblement national (France);"France
						 
							 - Rassemblement national (France)"
257038;HomeSigrid FRIIS;https://www.europarl.europa.eu/meps/en/257038;sigrid.friis@europarl.europa.eu;https://x.com/sigridfriis;sigridfriis;Renew Europe Group;Denmark;Det Radikale Venstre (Denmark);"Denmark
						 
							 - Det Radikale Venstre (Denmark)"
197391;HomeHeléne FRITZON;https://www.europarl.europa.eu/meps/en/197391;helene.fritzon@europarl.europa.eu;https://x.com/fritzon_h;fritzon_h;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Sweden;Arbetarepartiet- Socialdemokraterna (Sweden);"Sweden
						 
							 - Arbetarepartiet- Socialdemokraterna (Sweden)"
190574;HomeTomasz FROELICH;https://www.europarl.europa.eu/meps/en/190574;tomasz.froelich@europarl.europa.eu;https://x.com/TomaszFroelich;TomaszFroelich;Europe of Sovereign Nations Group;Germany;Alternative für Deutschland (Germany);"Germany
						 
							 - Alternative für Deutschland (Germany)"
101585;HomeNiels FUGLSANG;https://www.europarl.europa.eu/meps/en/101585;niels.fuglsang@europarl.europa.eu;https://twitter.com/NielsFuglsang;NielsFuglsang;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Denmark;Socialdemokratiet (Denmark);"Denmark
						 
							 - Socialdemokratiet (Denmark)"
257299;HomeKathleen FUNCHION;https://www.europarl.europa.eu/meps/en/257299;kathleen.funchion@europarl.europa.eu;https://x.com/kathleensf1?lang=de;kathleensf1;The Left group in the European Parliament - GUE/NGL;Ireland;Sinn Féin (Ireland);"Ireland
						 
							 - Sinn Féin (Ireland)"
256896;HomeAngéline FURET;https://www.europarl.europa.eu/meps/en/256896;angeline.furet@europarl.europa.eu;;;Patriots for Europe Group;France;Rassemblement national (France);"France
						 
							 - Rassemblement national (France)"
197795;HomeMario FURORE;https://www.europarl.europa.eu/meps/en/197795;mario.furore@europarl.europa.eu;https://twitter.com/MarioFurore;MarioFurore;The Left group in the European Parliament - GUE/NGL;Italy;Movimento 5 Stelle (Italy);"Italy
						 
							 - Movimento 5 Stelle (Italy)"
2341;HomeMichael GAHLER;https://www.europarl.europa.eu/meps/en/2341;michael.gahler@europarl.europa.eu;https://twitter.com/gahler_michael;gahler_michael;Group of the European People's Party (Christian Democrats);Germany;Christlich Demokratische Union Deutschlands (Germany);"Germany
						 
							 - Christlich Demokratische Union Deutschlands (Germany)"
28150;HomeKinga GÁL;https://www.europarl.europa.eu/meps/en/28150;kinga.gal@europarl.europa.eu;;;Patriots for Europe Group;Hungary;Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt (Hungary);"Hungary
						 
							 - Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt (Hungary)"
257012;HomeEstrella GALÁN;https://www.europarl.europa.eu/meps/en/257012;estrella.galan@europarl.europa.eu;https://x.com/estrella_galan?s=43;estrella_galan;The Left group in the European Parliament - GUE/NGL;Spain;Movimiento Sumar (Spain);"Spain
						 
							 - Movimiento Sumar (Spain)"
197702;HomeLina GÁLVEZ;https://www.europarl.europa.eu/meps/en/197702;lina.galvezmunoz@europarl.europa.eu;https://twitter.com/linagalvezmunoz;linagalvezmunoz;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Spain;Partido Socialista Obrero Español (Spain);"Spain
						 
							 - Partido Socialista Obrero Español (Spain)"
257097;HomeAlberico GAMBINO;https://www.europarl.europa.eu/meps/en/257097;alberico.gambino@europarl.europa.eu;;;European Conservatives and Reformists Group;Italy;FRATELLI D' ITALIA (Italy);"Italy
						 
							 - FRATELLI D' ITALIA (Italy)"
28298;HomeIratxe GARCÍA PÉREZ;https://www.europarl.europa.eu/meps/en/28298;iratxe.garcia-perez@europarl.europa.eu;https://twitter.com/IratxeGarper;IratxeGarper;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Spain;Partido Socialista Obrero Español (Spain);"Spain
						 
							 - Partido Socialista Obrero Español (Spain)"
256970;HomeRaquel GARCÍA HERMIDA-VAN DER WALLE;https://www.europarl.europa.eu/meps/en/256970;raquel.garciahermida-vanderwalle@europarl.europa.eu;https://x.com/RaquelGarciaHer;RaquelGarciaHer;Renew Europe Group;Netherlands;Democraten 66 (Netherlands);"Netherlands
						 
							 - Democraten 66 (Netherlands)"
197628;HomeJean-Paul GARRAUD;https://www.europarl.europa.eu/meps/en/197628;jean-paul.garraud@europarl.europa.eu;;;Patriots for Europe Group;France;Rassemblement national (France);"France
						 
							 - Rassemblement national (France)"
257032;HomeKamila GASIUK-PIHOWICZ;https://www.europarl.europa.eu/meps/en/257032;kamila.gasiuk-pihowicz@europarl.europa.eu;https://x.com/Gasiuk_Pihowicz;Gasiuk_Pihowicz;Group of the European People's Party (Christian Democrats);Poland;Platforma Obywatelska (Poland);"Poland
						 
							 - Platforma Obywatelska (Poland)"
256986;HomeGeadis GEADI;https://www.europarl.europa.eu/meps/en/256986;geadis.geadi@europarl.europa.eu;https://x.com/GeadisGeadi;GeadisGeadi;European Conservatives and Reformists Group;Cyprus;Εθνικό Λαϊκό Μέτωπο (Cyprus);"Cyprus
						 
							 - Εθνικό Λαϊκό Μέτωπο (Cyprus)"
257092;HomeHanna GEDIN;https://www.europarl.europa.eu/meps/en/257092;hanna.gedin@europarl.europa.eu;;;The Left group in the European Parliament - GUE/NGL;Sweden;Vänsterpartiet (Sweden);"Sweden
						 
							 - Vänsterpartiet (Sweden)"
183916;HomeAlexandra GEESE;https://www.europarl.europa.eu/meps/en/183916;alexandra.geese@europarl.europa.eu;https://twitter.com/alexandrageese;alexandrageese;Group of the Greens/European Free Alliance;Germany;Bündnis 90/Die Grünen (Germany);"Germany
						 
							 - Bündnis 90/Die Grünen (Germany)"
96833;HomeJens GEIER;https://www.europarl.europa.eu/meps/en/96833;jens.geier@europarl.europa.eu;;;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Germany;Sozialdemokratische Partei Deutschlands (Germany);"Germany
						 
							 - Sozialdemokratische Partei Deutschlands (Germany)"
256939;HomeThomas GEISEL;https://www.europarl.europa.eu/meps/en/256939;thomas.geisel@europarl.europa.eu;;;Non-attached Members;Germany;Bündnis Sahra Wagenknecht – Vernunft und Gerechtigkeit (Germany);"Germany
						 
							 - Bündnis Sahra Wagenknecht – Vernunft und Gerechtigkeit (Germany)"
197794;HomeChiara GEMMA;https://www.europarl.europa.eu/meps/en/197794;chiara.gemma@europarl.europa.eu;;;European Conservatives and Reformists Group;Italy;FRATELLI D' ITALIA (Italy);"Italy
						 
							 - FRATELLI D' ITALIA (Italy)"
197416;HomeGiorgos GEORGIOU;https://www.europarl.europa.eu/meps/en/197416;giorgos.georgiou@europarl.europa.eu;;;The Left group in the European Parliament - GUE/NGL;Cyprus;Progressive Party of Working People - Left - New Forces (Cyprus);"Cyprus
						 
							 - Progressive Party of Working People - Left - New Forces (Cyprus)"
96940;HomeGerben-Jan GERBRANDY;https://www.europarl.europa.eu/meps/en/96940;gerbrandy@europarl.europa.eu;;;Renew Europe Group;Netherlands;Democraten 66 (Netherlands);"Netherlands
						 
							 - Democraten 66 (Netherlands)"
256901;HomeJean-Marc GERMAIN;https://www.europarl.europa.eu/meps/en/256901;jean-marc.germain@europarl.europa.eu;https://www.twitter.com/jmgermain;jmgermain;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;France;Parti socialiste (France);"France
						 
							 - Parti socialiste (France)"
256866;HomeGabriella GERZSENYI;https://www.europarl.europa.eu/meps/en/256866;gabriella.gerzsenyi@europarl.europa.eu;https://x.com/gerzsenyigabi;gerzsenyigabi;Group of the European People's Party (Christian Democrats);Hungary;Tisztelet és Szabadság Párt (Hungary);"Hungary
						 
							 - Tisztelet és Szabadság Párt (Hungary)"
251874;HomeNiels GEUKING;https://www.europarl.europa.eu/meps/en/251874;niels.geuking@europarl.europa.eu;https://x.com/MEPNielsGeuking;MEPNielsGeuking;Group of the European People's Party (Christian Democrats);Germany;Familien-Partei Deutschlands (Germany);"Germany
						 
							 - Familien-Partei Deutschlands (Germany)"
124807;HomeJens GIESEKE;https://www.europarl.europa.eu/meps/en/124807;jens.gieseke@europarl.europa.eu;;;Group of the European People's Party (Christian Democrats);Germany;Christlich Demokratische Union Deutschlands (Germany);"Germany
						 
							 - Christlich Demokratische Union Deutschlands (Germany)"
125204;HomeBorja GIMÉNEZ LARRAZ;https://www.europarl.europa.eu/meps/en/125204;borja.gimenezlarraz@europarl.europa.eu;https://x.com/borjagimenezl;borjagimenezl;Group of the European People's Party (Christian Democrats);Spain;Partido Popular (Spain);"Spain
						 
							 - Partido Popular (Spain)"
125052;HomeJuan Carlos GIRAUTA VIDAL;https://www.europarl.europa.eu/meps/en/125052;juancarlos.girautavidal@europarl.europa.eu;;;Patriots for Europe Group;Spain;VOX (Spain);"Spain
						 
							 - VOX (Spain)"
202036;HomeSunčana GLAVAK;https://www.europarl.europa.eu/meps/en/202036;suncana.glavak@europarl.europa.eu;https://twitter.com/SuncanaGlavak;SuncanaGlavak;Group of the European People's Party (Christian Democrats);Croatia;Hrvatska demokratska zajednica (Croatia);"Croatia
						 
							 - Hrvatska demokratska zajednica (Croatia)"
197443;HomeAndreas GLÜCK;https://www.europarl.europa.eu/meps/en/197443;andreas.glueck@europarl.europa.eu;https://twitter.com/andi_glueck;andi_glueck;Renew Europe Group;Germany;Freie Demokratische Partei (Germany);"Germany
						 
							 - Freie Demokratische Partei (Germany)"
197694;HomeRaphaël GLUCKSMANN;https://www.europarl.europa.eu/meps/en/197694;raphael.glucksmann@europarl.europa.eu;https://twitter.com/rglucks1;rglucks1;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;France;Place publique (France);"France
						 
							 - Place publique (France)"
840;HomeCharles GOERENS;https://www.europarl.europa.eu/meps/en/840;charles.goerens@europarl.europa.eu;https://twitter.com/CharlesGoerens;CharlesGoerens;Renew Europe Group;Luxembourg;Parti démocratique (Luxembourg);"Luxembourg
						 
							 - Parti démocratique (Luxembourg)"
256919;HomeChristophe GOMART;https://www.europarl.europa.eu/meps/en/256919;christophe.gomart@europarl.europa.eu;https://x.com/Chris_Gomart;Chris_Gomart;Group of the European People's Party (Christian Democrats);France;Les Républicains (France);"France
						 
							 - Les Républicains (France)"
257075;HomeIsilda GOMES;https://www.europarl.europa.eu/meps/en/257075;isilda.gomes@europarl.europa.eu;;;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Portugal;Partido Socialista (Portugal);"Portugal
						 
							 - Partido Socialista (Portugal)"
256997;HomeSandra GÓMEZ LÓPEZ;https://www.europarl.europa.eu/meps/en/256997;sandra.gomezlopez@europarl.europa.eu;https://x.com/sangomezlopez?lang=bn;sangomezlopez;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Spain;Partido Socialista Obrero Español (Spain);"Spain
						 
							 - Partido Socialista Obrero Español (Spain)"
257059;HomeBruno GONÇALVES;https://www.europarl.europa.eu/meps/en/257059;bruno.goncalves@europarl.europa.eu;https://x.com/brunog2504;brunog2504;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Portugal;Partido Socialista (Portugal);"Portugal
						 
							 - Partido Socialista (Portugal)"
257079;HomeSérgio GONÇALVES;https://www.europarl.europa.eu/meps/en/257079;sergio.sousagoncalves@europarl.europa.eu;;;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Portugal;Partido Socialista (Portugal);"Portugal
						 
							 - Partido Socialista (Portugal)"
197718;HomeNicolás GONZÁLEZ CASARES;https://www.europarl.europa.eu/meps/en/197718;nicolas.casares@europarl.europa.eu;https://twitter.com/nicogoncas;nicogoncas;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Spain;Partido Socialista Obrero Español (Spain);"Spain
						 
							 - Partido Socialista Obrero Español (Spain)"
125027;HomeEsteban GONZÁLEZ PONS;https://www.europarl.europa.eu/meps/en/125027;esteban.gonzalezpons@europarl.europa.eu;https://x.com/gonzalezpons;gonzalezpons;Group of the European People's Party (Christian Democrats);Spain;Partido Popular (Spain);"Spain
						 
							 - Partido Popular (Spain)"
257102;HomeGiorgio GORI;https://www.europarl.europa.eu/meps/en/257102;giorgio.gori@europarl.europa.eu;;;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Italy;Partito Democratico (Italy);"Italy
						 
							 - Partito Democratico (Italy)"
257055;HomeMałgorzata GOSIEWSKA;https://www.europarl.europa.eu/meps/en/257055;malgorzata.gosiewska@europarl.europa.eu;;;European Conservatives and Reformists Group;Poland;Prawo i Sprawiedliwość (Poland);"Poland
						 
							 - Prawo i Sprawiedliwość (Poland)"
97399;HomeDirk GOTINK;https://www.europarl.europa.eu/meps/en/97399;dirk.gotink@europarl.europa.eu;https://x.com/dirkgotink;dirkgotink;Group of the European People's Party (Christian Democrats);Netherlands;Nieuw Sociaal Contract (Netherlands);"Netherlands
						 
							 - Nieuw Sociaal Contract (Netherlands)"
204419;HomeSandro GOZI;https://www.europarl.europa.eu/meps/en/204419;sandro.gozi@europarl.europa.eu;;;Renew Europe Group;France;Mouvement Démocrate (France);"France
						 
							 - Mouvement Démocrate (France)"
124785;HomeMaria GRAPINI;https://www.europarl.europa.eu/meps/en/124785;maria.grapini@europarl.europa.eu;https://twitter.com/mariagrapini?lang=fr;mariagrapini;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Romania;Partidul Social Democrat (Romania);"Romania
						 
							 - Partidul Social Democrat (Romania)"
256808;HomePetras GRAŽULIS;https://www.europarl.europa.eu/meps/en/256808;petras.grazulis@europarl.europa.eu;;;Europe of Sovereign Nations Group;Lithuania;Tautos ir teisingumo sąjunga (Lithuania);"Lithuania
						 
							 - Tautos ir teisingumo sąjunga (Lithuania)"
197549;HomeMarkéta GREGOROVÁ;https://www.europarl.europa.eu/meps/en/197549;marketa.gregorova@europarl.europa.eu;http://twitter.com/MarketkaG;MarketkaG;Group of the Greens/European Free Alliance;Czechia;PIRÁTI (Czechia);"Czechia
						 
							 - PIRÁTI (Czechia)"
220908;HomeBranko GRIMS;https://www.europarl.europa.eu/meps/en/220908;branko.grims@europarl.europa.eu;https://x.com/BrankoGrimsX1;BrankoGrimsX1;Group of the European People's Party (Christian Democrats);Slovenia;Slovenska demokratska stranka (Slovenia);"Slovenia
						 
							 - Slovenska demokratska stranka (Slovenia)"
94649;HomeCatherine GRISET;https://www.europarl.europa.eu/meps/en/94649;catherine.griset@europarl.europa.eu;https://twitter.com/GrisetCatherine;GrisetCatherine;Patriots for Europe Group;France;Rassemblement national (France);"France
						 
							 - Rassemblement national (France)"
262021;HomeHanna GRONKIEWICZ-WALTZ;https://www.europarl.europa.eu/meps/en/262021;hanna.gronkiewicz-waltz@europarl.europa.eu;https://x.com/hannagw?s=11&t=Q-iU1K13ceOhY2t2L2kWRQ;hannagw;Group of the European People's Party (Christian Democrats);Poland;Platforma Obywatelska (Poland);"Poland
						 
							 - Platforma Obywatelska (Poland)"
197780;HomeBart GROOTHUIS;https://www.europarl.europa.eu/meps/en/197780;bart.groothuis@europarl.europa.eu;https://twitter.com/bgroothuis;bgroothuis;Renew Europe Group;Netherlands;Volkspartij voor Vrijheid en Democratie (Netherlands);"Netherlands
						 
							 - Volkspartij voor Vrijheid en Democratie (Netherlands)"
256830;HomeElisabeth GROSSMANN;https://www.europarl.europa.eu/meps/en/256830;elisabeth.grossmann@europarl.europa.eu;;;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Austria;Sozialdemokratische Partei Österreichs (Austria);"Austria
						 
							 - Sozialdemokratische Partei Österreichs (Austria)"
197557;HomeChristophe GRUDLER;https://www.europarl.europa.eu/meps/en/197557;christophe.grudler@europarl.europa.eu;https://twitter.com/grudlerch;grudlerch;Renew Europe Group;France;Mouvement Démocrate (France);"France
						 
							 - Mouvement Démocrate (France)"
197618;HomeElisabetta GUALMINI;https://www.europarl.europa.eu/meps/en/197618;elisabetta.gualmini@europarl.europa.eu;https://x.com/gualminielisa;gualminielisa;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Italy;Partito Democratico (Italy);"Italy
						 
							 - Partito Democratico (Italy)"
257130;HomeCristina GUARDA;https://www.europarl.europa.eu/meps/en/257130;cristina.guarda@europarl.europa.eu;;;Group of the Greens/European Free Alliance;Italy;Europa Verde - Verdi (Italy);"Italy
						 
							 - Europa Verde - Verdi (Italy)"
197543;HomeBernard GUETTA;https://www.europarl.europa.eu/meps/en/197543;bernard.guetta@europarl.europa.eu;https://twitter.com/guetta_en;guetta_en;Renew Europe Group;France;Sans parti (France);"France
						 
							 - Sans parti (France)"
270719;HomeMartin GÜNTHER;https://www.europarl.europa.eu/meps/en/270719;martin.guenther@europarl.europa.eu;;;The Left group in the European Parliament - GUE/NGL;Germany;DIE LINKE. (Germany);"Germany
						 
							 - DIE LINKE. (Germany)"
256803;HomeMaria GUZENINA;https://www.europarl.europa.eu/meps/en/256803;maria.guzenina@europarl.europa.eu;https://x.com/guzenina;guzenina;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Finland;Suomen Sosialidemokraattinen Puolue/Finlands Socialdemokratiska Parti (Finland);"Finland
						 
							 - Suomen Sosialidemokraattinen Puolue/Finlands Socialdemokratiska Parti (Finland)"
